"","M","Ustar","sd_med","sd_sigma_T"
"398",5.3,0.94,0.275506025819502,0.0557509089858399
"399",5.3,0.95,0.277760251675102,0.0558526197082677
"400",5.3,0.96,0.280227355182304,0.0560078393002326
"401",5.3,0.97,0.282965365642765,0.0562117261969471
"402",5.3,0.98,0.286080239654318,0.0564844791510557
"403",5.3,0.99,0.289820127718392,0.0568010295118344
"404",5.3,1,0.295905099009044,0.0571112878937378
"405",5.4,0,0.280885346907272,0.0567241508579404
"406",5.4,0.01,0.258079398063926,0.059866101887417
"407",5.4,0.02,0.252050479900581,0.0611287299230088
"408",5.4,0.03,0.248069901498737,0.0620771981291958
"409",5.4,0.04,0.245107744787439,0.0628571629436016
"410",5.4,0.05,0.242782424073402,0.06353010380804
"411",5.4,0.06,0.240902292099359,0.0641533783359986
"412",5.4,0.07,0.239354430459644,0.0647240336046613
"413",5.4,0.08,0.238065266229821,0.0652560967700061
"414",5.4,0.09,0.236983412880319,0.0657624753550835
"415",5.4,0.1,0.236071112108664,0.0662397308382407
"416",5.4,0.11,0.23529953323409,0.0667010824650409
"417",5.4,0.12,0.234645996272536,0.0671439905517532
"418",5.4,0.13,0.234092234741253,0.0675695262446688
"419",5.4,0.14,0.233623257279171,0.0679805279974352
"420",5.4,0.15,0.233226572396214,0.0683762167393639
"421",5.4,0.16,0.232891643062311,0.0687547536688758
"422",5.4,0.17,0.232609492137238,0.0691208749672926
"423",5.4,0.18,0.232372409923774,0.0694710608127752
"424",5.4,0.19,0.23217373275891,0.0698067222213588
"425",5.4,0.2,0.232007672211906,0.0701269025304612
"426",5.4,0.21,0.231869181106189,0.0704325245133548
"427",5.4,0.22,0.231753846849632,0.0707228085178336
"428",5.4,0.23,0.231657805366769,0.0709980394471628
"429",5.4,0.24,0.23157767081733,0.0712573043319815
"430",5.4,0.25,0.231510477584181,0.0715014869187499
"431",5.4,0.26,0.231453631922166,0.0717301616517829
"432",5.4,0.27,0.231404871305454,0.0719430779166943
"433",5.4,0.28,0.231362229977499,0.0721401403257659
"434",5.4,0.29,0.231324009549426,0.0723212519992265
"435",5.4,0.3,0.231288753746027,0.0724863736968512
"436",5.4,0.31,0.2312552265889,0.0726352503352261
"437",5.4,0.32,0.231222393450689,0.0727678138808756
"438",5.4,0.33,0.231189404525255,0.07288388833602
"439",5.4,0.34,0.231155580344446,0.072983338117605
"440",5.4,0.35,0.231120399039325,0.0730660077373301
"441",5.4,0.36,0.231083485096652,0.0731317528843424
