"","M","Ustar","sd_med","sd_sigma_T"
"474",5.4,0.69,0.74803028992531,0.460955332902247
"475",5.4,0.7,0.748013677718774,0.460240002470202
"476",5.4,0.71,0.747996753129979,0.459485996556022
"477",5.4,0.72,0.747979580546297,0.458692480090758
"478",5.4,0.73,0.747962224587839,0.457858627465009
"479",5.4,0.74,0.747944750533365,0.456983627398361
"480",5.4,0.75,0.747927225009651,0.456066687895619
"481",5.4,0.76,0.747909717016249,0.455107041268892
"482",5.4,0.77,0.747892299377577,0.454103949203092
"483",5.4,0.78,0.747875050740758,0.453056707841097
"484",5.4,0.79,0.747858058273116,0.451964652863693
"485",5.4,0.8,0.74784142126109,0.450827164538463
"486",5.4,0.81,0.7478252558779,0.449643672711088
"487",5.4,0.82,0.747809701478145,0.448413661712099
"488",5.4,0.83,0.74779492890525,0.447136675151915
"489",5.4,0.84,0.747781151480255,0.445812320577158
"490",5.4,0.85,0.747768639605985,0.44444027396162
"491",5.4,0.86,0.747757740314724,0.443020284005972
"492",5.4,0.87,0.747748903685519,0.441552176221352
"493",5.4,0.88,0.747742718988072,0.440035856773229
"494",5.4,0.89,0.747739964901619,0.438471316063553
"495",5.4,0.9,0.747741680628089,0.436858632031043
"496",5.4,0.91,0.747749268974626,0.435197973151529
"497",5.4,0.92,0.747764650155262,0.433489601122583
"498",5.4,0.93,0.7477904996853,0.431733873219106
"499",5.4,0.94,0.747830633550242,0.429931244309195
"500",5.4,0.95,0.747890669957554,0.428082268522279
"501",5.4,0.96,0.747979260739108,0.42618760056434
"502",5.4,0.97,0.748110656820919,0.424247996677807
"503",5.4,0.98,0.748311066834321,0.422264315246529
"504",5.4,0.99,0.748640212702256,0.420237517048946
"505",5.4,1,0.749428496916653,0.418168665165223
"506",5.5,0,0.698455014989858,0.399023910335899
"507",5.5,0.01,0.697074111934948,0.400684931872149
"508",5.5,0.02,0.696721672217751,0.402301263311552
"509",5.5,0.03,0.696550255497852,0.403872466605923
"510",5.5,0.04,0.696458962781379,0.405398203065477
"511",5.5,0.05,0.696410324828446,0.40687823078769
"512",5.5,0.06,0.696386542264391,0.408312401742566
"513",5.5,0.07,0.696378040833562,0.409700658529475
"514",5.5,0.08,0.696379275078723,0.411043030823373
"515",5.5,0.09,0.696386876843733,0.412339631530625
"516",5.5,0.1,0.696398734831325,0.413590652676796
"517",5.5,0.11,0.696413497211432,0.414796361050705
"518",5.5,0.12,0.696430285889869,0.415957093630627
"519",5.5,0.13,0.696448524625719,0.417073252819829
"520",5.5,0.14,0.696467831932823,0.418145301519601
"521",5.5,0.15,0.696487952536181,0.41917375806859
"522",5.5,0.16,0.696508712621289,0.420159191077542
